userName,content,score,appId
Rafi Aji Priyama,"aplikasi ga berguna kalau belum siap buat pelayanan secara online mending benerin dulu. pas masukin NOMOR KK terdeteksi anggota keluarga, pas melengkapi tulisannya tempat lahir tidak sesuai dispendukcapil RI, terus ngisi manual juga sama DATA tidak sesuai DISPENDUKCAPIL RI. menyusahkan dan ribet, tidak sesuai tidak sesuai apanya tidak sesuai",1,app.bpjs.mobile
Siti Mufidah,"Data di jkn tidak sesuai KK,, sudah tlp 165 suruh ke 1500537 (dukcapil pusat) data sudah sesuai semua , kk bapak, kk adik sudah di update juga sama pihak dukcapil pusat. Smape bolak balik nelpon ,, tp di aplikasi masih ttep ge ,,adik saya yg udh nikah dan pisah kk masih tertera ...hmmmmmmm",1,app.bpjs.mobile
Aan Salauddin,"Terlalu panjang alurnya. Kenapa kode verifikasi tidak bisa terkirim di nomer pendaftar (anggota keluarga), justru hanya bisa ke nomer kepala keluarga. Posisi orang tua jauh dan susah sinyal. Kan nomer kartunya aja sudah beda masing-masing individu. Padahal saya mau cek tagihan dan pembayaran saja. Cek via website juga tidak bisa diakses websitenya. Manajemen data saja berantakan, pelayanan macam apa ini. Saya sudah memakai versi terbaru dan sinyal kuat di tempat saya.",1,app.bpjs.mobile
Hartoko Pratama,"Aplikasi kurang pintar, masak hp saya blm pernah diroot dibilang device rooted. Ya akhirnya gak bisa login. Padahal sebelum nya pakai hp sama bisa. Cuman karena memori hp penuh sempat di uninstall karena jarang dipakai juga",1,app.bpjs.mobile
Husyen Right,Setelah di perbaharui log out sendiri. Klik lupa password gak ada yg di kirim lewat email adanya lewat no hp sedangkan nonya sudah tidak aktif. Harusnya ada di kirim ke email juga pilihannya. Tolong lah di perbaharui lagi,1,app.bpjs.mobile
ARIF KURNIAWAN,"Saya kurangi lagi bintangnya. BURUK sekali aplikasi ini... Terakhir kali tanggapanya hanya soal apdet aplikasi. Setelah saya apdet, tidak ada perubahan/ perbaikan. 1. Jika nomor terdaftar telah terblokir, maka tidak ada cara lain utk mengirimkan kode OTP. Harusnya lewat email bisa atau cara lain, WA ato lainya. 2. Jika lupa pasword, tetap saja minta verifikasi lewat nomor HP. Jika masalahnya sperti nmor 1, tidak ada artinya.",1,app.bpjs.mobile
APRILIDIANUS APRI,"Ini aplikasi kok makin bobrok aja ya, ngak onlinenya ngak dtang kekantornya sama aja ribetnya. Sama kaya pelayanannya juga. Bayar tiap bulan potong digaji eh malah ngak pernah kepake ujungnya kek gini. Mau keluar ngak boleh. Malah didenda.",1,app.bpjs.mobile
Lilik Parjo,"Mau daftarin anggota keluarga yg baru tapi gak bisa, keterangan,y Anda Harus Login dulu bla bla bla... Padahal gw bisa masuk menu pendaftaran yg artinya gw sudah login, profil gw jg jelas udah login. KOPET",1,app.bpjs.mobile
Dewanto Pasya,"Verifikasi no HP sdh 3-5 kali gagal terus, timeout lah, dsb... Sdh pakai jaringan Telkomsel, Indosat dan Indihome, semua di coba... Tapi anehnya no OTP ga dapat eh pulsa kita tetap terpotong. Cari uang dg cara yg benar lah... Kalau no OTP ga terkirim kenapa pulsa di potong. Coba minta bantuan 165 utk ganti faskes, katanya system lagi error.. Sejak awal Dec.. Biasanya bisa di bantu. Masa error lebih dari 2 minggu, rekrut orang yg kompeten lah utk IT nya...!!!!",1,app.bpjs.mobile
Ari Apologist,"Aplikasi gak jelas Saya mau log in katanya blm terdaftar, lalu saya klik daftar.. ketika konfirmasi no.hp katanya no.hp saya gak sesuai dg data. HALOOOOOO MIN, no hp saya ini sdh berumur 14th dan tdk pernah ganti. Berfungsi utk segala hal keperluan jadi gak pernah mati atau berubah angkanya Kenapa dikatakan no.hp tdk terdaftar. Apa yg terdaftar disitu nomor setan??!! Belibet banget sih.",1,app.bpjs.mobile
Queen VALE,Ini aplikasi bagaimana sih..saya mau log in password saya selalu dibilang salah..sebelumnya tidak begini...saya minta kode verifikasi utk ganti password kodenya gx dikirim kirim juga..error ya???,1,app.bpjs.mobile
Lenovo Andro,"Aplikasi ngga ngebantu sama sekali, pelanayannya paraaahhhh, jelek bgt. TLP ke cs dialihin ke wa, sampe chat semua nomor wa yg bisa dihubungi gak ada 1 pun yg respon, DM di Twitter dialihin ke wa juga, kacau bgt nih pelayanan BPJS kesehatan.",1,app.bpjs.mobile
Sanjaya Diecast,"Gw ga tau musti ngomong apalagi kalo ngebahas aplikasi milik negara, bobrok sebobroknya, mending boomer2 yg ada di divisi aplikasi ini dipecat aja semuanya, ganti anak muda berbakat yg paham teknologi, sampe kapanpun negara ini gakan maju kalo masih boomer2 ORBA yg ngatur masalah teknologi",1,app.bpjs.mobile
Rizki Hakim,"Min. Sori ngasih bintang satu. Nomor virtual pembayaran untuk Mandiri yg ente cantumin salah. Di menu Cek VA Harusnya ""88888"", mimin ngasihnya ""89888"". Kalo udh diperbaiki, bintang ane ubah ke lima.",1,app.bpjs.mobile
Dewi Kennanalkahfi,"Min bisa dibantu gak, saya pas daftar mobile cash gagal jadi ak bisa buat akun dan gak bisa ngambil VA serta E-ID gimana ya min? Padahal dulu bisa loh buat akun walaupun gagal finpay. Udah daftar mobile cash pake no hp tapi tetep gak bisa buat akun.",1,app.bpjs.mobile
An jelo,App b4n9kee..! Buang² kuota aja. Giliran udh slesai mau buka aja gk bisa.. muncul peringatan koneksi tdk stabil. Pake wifi jg gk nyangkut. Pdhl buat buka medsos lain lancar aja. Emng servernya ni b4n9kee..!!!!,1,app.bpjs.mobile
Zhain Kesuma,Punya aplikasi tetapi tidak berfungsi sebagaimana fungsinya. salah satu contohnya melakukan perubahan no hp saja harus melakukan manual ke BPJS. Apa gunanya punya aplikasi kalau seperti ini sih. Masih merepotkan pengguna BPJS. Dasar Payah dasar lemah,1,app.bpjs.mobile
nur Janah,"Awal bln saya bisa login dengan pasword yg sm,,, hari ini saya coba login pasword salah, lalu saya coba reset pasword no HP saya tidak terdaftar pdahl dulu saya daftar pkai no HP yg sama,,, ini gmn,, minta solusiny",1,app.bpjs.mobile
Mustofa Taka,"pasword dah bener, log in ga bisa. Pake lupa pasword, harus ke nomr hp yg terdaftar. Nmrnya dah ilang. Jd ga bisa masuk Harusnya pake email. Walaupn hp ilang, kalo email ga mungkn ilang, selama ingt paswordnya",1,app.bpjs.mobile
Jay Firmansyah,"Sering pembaharuan, aplikasi otomatis logout sendiri, log in lagi tidak bisa, padahal password benar dan sekarang login dengan email juga gak ada pilihannya cuma cuma nik ktp sama kartu bpjs, pakai nomer hp, nomernya hangus, susah, sdh hubungi CS mau ganti nomer HP yg jawab robot,....trs CS yg manusianya dimana ? menyusahkan harus kekantor, ntar minta surat yang aneh2..",1,app.bpjs.mobile
Septiya Ahmad,"Sudah menghubungi Care Center untung penggantian No Hp karena No yang dulu hilang. Tapi tetep aja belum berubah dan Ndak bisa masuk, mau meriksain anak tp BPJS kartunya belum sempet di cetak tapi malah tidak bisa masuk apk tolong di permudah lagi pak/buk",1,app.bpjs.mobile
Mustofa Ibrahim,"Ini Aplikasi sangat buruk sekali Saat daftar untuk penguna mobile JKN, selalu transaksi tidak dapat di proses terus, padahal sinyal bagus pulsa ada, tapi kenapa selalu transaksi tidak dapat di proses...terus...",1,app.bpjs.mobile
Indah Puspa Kirana,"Mau verifikasi no. HP di JKN Mobile malah no sy tidak sesuai data di BPJS. Jelas"" No yg saya masukin no sy sendiri. Hub cs 165 jg lama bgt mesti hrs nunggu, WA Ke Pandawa bolak balik, jawabannya dari Chika tidak mengerti. Tidak membantu sama skli ini aplikasi. Bintang ⭐ aj!!!! Sangat mengecewakan aplikasi nya!!!!",1,app.bpjs.mobile
Dadang Hidayat,"Susah bener, ribet bener, mau log in gk bisa. Katanya paswrd gk sesuai standar. Harus reset paswrd, trus giliran verifikasi no hp gk pernah muncul OTP nya. Jelek bnget ini. Sampe habis pulsa.",1,app.bpjs.mobile
Indra Permana,"Aplikasi makin kacau, susah masuk, padahal password benar, keterangan belum terdaftar terus,padahal daftar sudah dari dulu, Mau daftar bpjs mandiri, data orang di kk beda sama yg keluar di bpjs nya, aneh.",1,app.bpjs.mobile
Komang Widiada,"Saya jauh dari desa ke kota hanya untuk membuat bpjs sampai di kantor di suruh onlin,dan Sudah saya terapkan onlin caranya ribet sekali,,dan sampai sekarang belum selesai selesai juga,,yang saya pikirkan bagai mana nasib orang orang yang tidak mengetahui technology onlin,dan orang yang buta hurup, auto gak selesai selesai bpjsnya,,saya sarankan kembali ke offin biar lebih mudah, kasian yang kurang paham onlin",1,app.bpjs.mobile
irfan prastiano,"Aplikasi buang buang uang rakyat aja, aturan yg udah ada jangan di utak-atik, bikin susah orang aja,....liat para pensiunan dan rakyat yang di pelosok, tidak semua bisa online/ punya hp.",1,app.bpjs.mobile
Babang Anime,"Dari dulu sampe skrng, server punya pemerintah bener2 jelek, tauny motong pulsa doang, bahkan sinyal sekelas wifi pun dibilang tidak stabil, bahkan buat ngegame lancar jaya. Dan jawaban akhirnya adalah, pas mau ubah data dan data tidak bisa dirubah, kemana woi duit pajak yg dipake buat gaji kalian!!!!",1,app.bpjs.mobile
Vicky Gilang,Developernya perlu di audit. Sekelas program pemerintah kok masalah OTP aja ga beres2. Experience developernya perlu dipertanyakan. Nunggu kode OTP ampe kiamat juga gabakalan masuk!!! Sistemnya yg bapuk...,1,app.bpjs.mobile
Rendy Muhammad,"Datang ke kantor bpjs disuruh daftar online , tapi pas daftar online dan sudah memasukan semua data , ketika akan melakukan pndaftaran autodebit , tulisan yang keluar sistem tidak tersedia terus ... gimanaaaa ini ?",1,app.bpjs.mobile
Mohamad Vikryansyah,Saya pengguna bpjs kesehatan cabang cibinong bogor..yg skrg berdomisili di kajen kab pekalongan..niat hati mau meng aktifkan kembali bpjs kes.. saya dtg ke kantor cabang kajen untuk menanyakan perihal relaksasi bpjs dan sekalian ingin merubah faskes..smp sana saya hanya bertemu dgn satpam saja..intinya saya tidak dpt jawaban memuaskan..saya hny di perlihatkan nominal tagihan saya..tagihan saya sekitar 3jt..sy bilang apakah sy bs bayar via petugas di dlm.. stpam terdiam,1,app.bpjs.mobile
PAK GURU NATAK,"Haduhh... Pulsa sudah di isi 50 ribu, mau daftar tapi selalu saja pulsa anda tidak cukup.. Dari jam 7 sampai jam 14.00 ini saya daftar selalu saja pulsa anda tidak cukup.. Maunya apa sihh pusing",1,app.bpjs.mobile
Rano's Channel,Dari app yg lama ke app yg baru malah gak bisa login... Password tidak sesuai giliran mau ubah password no hp gak terdaftar... Giliran mau daftar baru no hp sudah terdaftar suruh login. Lah ini gmn muter2.,1,app.bpjs.mobile
Rieznha Nugraha,"Tolong ya aplikasinya diperbaiki,saya sudah download aplikasi jkn mobile versi terbaru versi 3.7.1 dan jaringan internet pun sangat baik tapi ko malah jadi ga bisa masuk ke akun saya sih.masyarakat yg membutuhkan informasi melalui aplikasi ini sangat banyak mohon pelayanan mobile nya lebih ditingkatkan lagi.jangan sampai masyarakat mengeluhkan sulitnya menggunakan aplikasi ini karena seringkali error.",1,app.bpjs.mobile
Uun Audina,"Ini kenapa iyaa ka , lagi ada gangguan atau apa? Saya lupa kata sandi saya. Saya ikuti petunjuk selanjutnya tapi kenapa setiap mau memasukan nomer handphone ko log out sendiri aplikasi ? Terimakasih.",1,app.bpjs.mobile
Paman Cakep Channels,"Saya selaku pengguna BPJS Sangat kecewa,karena ada unsur paksaan terhadap penggunanya. Dan apabila tidak dibayar maka si pengguna BPJS Sangat terbebani,karena si pengguna termasuk masyarakat golongan menengah ke bawah.tolong dong di beri sanksi kepada pihak rumah sakit apabila pengguna BPJS tidak terlayani dengan baik,dan bahkan ada yang tidak dilayani.kemudian saya download aplikasi ini login nya susah x.padahal versi terbaru. Tolong dibenahi sistem nya dan pelayanan nya.terimakasih.",1,app.bpjs.mobile
Perry Surya,Satu tahun lalu saya mengikuti program relaksasi dan saya lunasi dua bulan kemudian. Sudah 8 bulan berlalu tiba2 saya dapat telpon memberitahukan bahwa program relaksasi anda belum di bayarkan. Lah... Tentu saya membantah lalu saya cek di catatan pembayaran di aplikasi jkn ini sebagai bukti nantinya.. ternyata data pembayaran relaksasi saya hilang. Ada apa ini? Apakah aplikasi ini masih percobaan? Atau ada oknum yg nakal?,1,app.bpjs.mobile
Rudi,"Aplikasi rusak, mau masukkan email ke akun aja susah, minta kode verifikasi via SMS gak masuk², minta lagi malah kode verifikasi pertama yg muncul alhasil kode nya gak bisa dipakai, aplikasi pelayanan pemerintah memang gak ada yang memuaskan",1,app.bpjs.mobile
Ristantia Maghrifa,Tidak bisa dibuat untuk mendaftarkan pelayanan kesehatan. Dari awal mencoba juga tidak bisa dipakai apl nya. Saya mau mendaftar kan kontrol mama saya tidak bisa. Selalu saja bertuliskan jadwal dokter tidak ada,1,app.bpjs.mobile
Ameliaayu Pradipta,"Sumpah parah bgt, saya pke aplikasi ini dari th 2017 , baik2 aja. Skrg di update mlh pasword slh trus. Pdhl udh bener. Giliran mau gnti pasword, nmr yg tr dftr pke nmr yg lama sdh tdk aktf. Males bgt ngurusnya.",1,app.bpjs.mobile
Tintin Setyaningrum,Ini gimana caranya sih.. mau daftar udah masukin no nik. Tpi pas mau masukin tempat lahir ga bisa. Katanya ga sesuai sama di dispendukcapil RI. Padahal tmpat lahir saya bukan yang tertera disitu.. mohon bantuanya ya???,1,app.bpjs.mobile
Jangan Lupa,"Download karena bisa mempermudah ubah data jadi ga perlu ke kantor BPJS, kebetulan kantor BPJS di daerah ku jauh banget makanya download jkn-kis ini tapi setiap masuk dan mau menyetujui S/K tiba tiba apk keluar dengan sendiri nya kesel banget udah di ulang beberapa kali pun tetep udah install -uninstall ulang pun tetep gabisa . kecewa sama aplikasi ini tolong develov nya diperbaiki",1,app.bpjs.mobile
محمد حسين muhamad husin,"Ini aplikasi sampah, gagal masuk terus, di twitter konsultasi sama adminnya , terus saya disuruh update padahl sudah versi terbaru. Dan dsrh coba berkala, sedngkan sudah di coba berkali2 tidak dapat masuk harus menunggu 180detik buat masuk lagi. Mau sampe kapan? Emang aplikasinya bermasalah. Adminya di twteer @muhamad_hoeseen Mohon maaf, disarankan dapat dicoba kembali secara berkala. Terima kasih. :) -se Sampe bego juga gak bakalan masuk2 klo sistem aplikasinya jelek.",1,app.bpjs.mobile
roma bachtiar,"Setelah update, sekarang makin gak jelas. Kenapa apa2 tentang pelayanan dari pemerintah semakin tidak jelas. Login password dari dulu tidak ganti malah di bilang salah, suruh ganti pasword konfirmasi pakai nomor HP di bialng salah juga, padahal nomor HP saya cuman 1 😡😡😡😡😡😡.",1,app.bpjs.mobile
Jadden Manik,"Sejak update,login'selalu ada yang salah..entah apanya yg salah. Katanya penyempurnaan aplikasi,ternyata begini penyempurnaannya.*klu bisa dipersulit utk apa di permudah.-begitukah.????",1,app.bpjs.mobile
Elfira Marlina,"udah ngisi ampe tarakhir, tapi infonua ibu harus terdaftar, lah ibunya kan saya, saya juga udh terdaftar, mksdnya gimana sih. diarahin ke Pandawa malah link anteran gak bisa, maunya bgm sih, kita mau bikin bpjs susah,",1,app.bpjs.mobile
A Sha,"Saya dulu daftar JKN Mobile pakai email, tapi kenapa sekarang opsi login pakai email kenapa dihilangkan? Trus bagaimana dengan nasib akun jkn mobile saya? Apa harus daftar ulang atau bagaimana? Tolong, opsi login dengan email dimunculkan lagi",1,app.bpjs.mobile
Azir,"Aplikasi paling bodoh menurut saya, mau di daftar, verifikasi nomor HP malah di alihkan ke hal lain, masalahnya muter muter disitu. Aplikasi ini pasti dulunya tender yang buat bukan mahasiswa tekhnik informatika tapi jurusan tata boga.",1,app.bpjs.mobile
syamsoel anware,"Dari semua keluh kesah pengguna aplikasi ini. Hanya kata maaf atas ketidaknyaamannanya, akan memperbaiki bla bla bla... Yg dilontarkan. Kenyataannya sampai sekarang tetep aja error.",1,app.bpjs.mobile
Manahan Febriyanto Napitupulu,"Dear BPJS Kesehatan jika sudah pakai aplikasi seharusnya anda siap untuk pelayanan 24 jam, untuk mengkonfirmasi no HP saja harus menunggu jam kerja? Bukannya saat ini semua dituntut untuk pelayanan prima 24 jam, apalagi utk layanan CS Dan seharusnya utk Memudahkan konfirmasi kode OTP ke HP itu, dibuat No HP yg aktif dong bukan yg sesuai dgn sistem BPJS kesehatan yg hanya ada pd saat jam kerja, saya tanya bagaimana jika bth darurat diluar jam kerja? Harus nunggu dulu beberapa hari,MENGECEWAKAN!",1,app.bpjs.mobile
winda nahdia,"Sudah daftar lewat app mobile jkn dan sudah dapat no bpjsnya tp giliran mau log in gk bisa"". Mau bayar tagihan pertama lewat aplikasipun jawabannya sudah terbayar.. Ini gmna sih????? Disarankan untuk daftar online tp begini. Tolong bantuannya🙏",1,app.bpjs.mobile
Prasetya Andre,Aplikasi tlg diperbarui merugikan waktu buat penguna. Kenapa semua benar pasword email sama sandi tetep aja nggak masuk. Saya mau donlot kartu baru saya tidak bisa berobat. Susah bgt masuk login apknya. Mana batas masuk diksh 3 saja. Hrs menunggu. Tlg diperbarui. Biar nggak merugikan. Trims,1,app.bpjs.mobile
Wiwid Winartiwi,"Per kemarin komplain karna kesalahan data setelah clear sekarang mau log in kembali apk.y nomor kartu tidak terdaftar dan password salah padahal udah bener semua tolong diperbaiki jangan sampai menyulitkan penggunanya berkali"" log ij selalu seperti itu padahal semua data sudah benar",1,app.bpjs.mobile
Yatno Mako,"Selamat pagi BPJS,kemarin saya kekantor BPJS. Kabupaten untuk menambah peserta/ anak.dari customer service disuruh download aplikasi mobile JKN.tapi setelah download mengisi data lengkap kenapa tidak bisa terkonfirmasi dngn alasan data tidak sesuai dgn alamat,padahal data saya isi sesuai dgn kartu keluarga.sehsrusnya dgn adanya pendaftaran online bisa lebih baik dan evisien, malah jadi ribet.sementara saya kasih 1 bintang.mohon jawaban terima kasih...",1,app.bpjs.mobile
Kristina Martha,"Benar"" keterlaluan. Saya udah masukkan data dengan benar terutama no hp saya tp apk ini bilang no hp saya tdk terdaftar malah no hp orlin. No hp saya ndak pernah ganti cuma satu itu saja. Saya sedang hamil mau ngurus bpjs kis dipersulit, datang ke kantor dr tgl 25-10-21 mlah disuruh pulang pdhal sudah bawa berkas lengkap dan harus online. Setelah online malah seperti ini. Ditunggu dihubungi lewat wa sampai sekarang tidak ada hasil. Coba apk ini berharap bisa membantu malah jadi seperti ini 😭😭",1,app.bpjs.mobile
fajar maulana,"SETELAH UPDATE GA BISA LOGIN KETIKA LOGIN PASSWORD SALAH , DI ARAHKAN UNTUK LUPA PASSWORD TAPI TIDAK DAPAT DI AKSES VERIFIKASI. SUDAH ADA EMAIL KENAPA HARUS VERIFIKASI KE NO.TELP TIDAK ADA PILIHAN LAIN?? INTINYA PASSWORD TIDAK PERNAH DI RUBAH KENAPA JADI TIDAK BISA LOGIN?? KECEWA !!",1,app.bpjs.mobile
Arie Arios,"Sya sdh Up Date k versi 3.7.1. Sdh melakukan Lupa Password. Ttapi pd saat mau Konfirmasi k nomor HP sya, tdk bsa. Selalu dkatakn mencoba lagi, sdh sampai ratusan kali saya coba, ttapi tdk bsa jga.",1,app.bpjs.mobile
Rendi Fadliansyah,"Sudah ganti nomor hp dari layanan pandawa,dan sudah terganti namun waktu mau login pake perangkat lain selalu tidak bisa karena no hp nya tidak ada. Kemudian saya ingin tanya bagaimana cara melapor ke cs bpjs?sedangkan dari layanan pandawa hanya di layani melalui chatbot. Sewaktu mau layanan pandawa dari chatbot bpjs cabang bangka tidak pernah ada respon,jadi saya harus bagaimana untuk komunikasi dengan pihak bpjs karena saya ingin menambah data peserta baru untuk anak saya yang baru lahir.",1,app.bpjs.mobile
Andre Yuliano,"ini aplikasi lama lama gak jelas...saya mau daftarkan nomer kis anak saya supaya bisa di buka dan di monitor dr aplikasi ini malah aplikasi keluar terus saat input nomer hp sebagai verifikasi....aduhh tolong yaaa...klu gak siap melayani masyarakat dengan benar...jangan bikin"" aplikasi mobile dulu deh..biaya di naikin, obat""an di batasi pengcoveran nya, telat bayar di denda...tp pelayanan melempem..saya jg sdh download versi 3.7.1 juga sama aja...gak jelass!!",1,app.bpjs.mobile
